,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
8EE8:H,0,alpaca,H,2e-61,197.0,0,119,,,0.0,,0.0,218,2.803,X-RAY DIFFRACTION,0.241,2023-08-30,2023,test_new_234
8EEE:H,0,alpaca,H,2.3e-61,196.9,0,125,,,0.0,,0.0,226,2.819,X-RAY DIFFRACTION,0.217,2023-08-30,2023,test_new_234
8EEZ:H,0,alpaca,H,2e-61,197.1,0,119,,,0.0,,0.0,217,2.25,X-RAY DIFFRACTION,0.186,2023-08-30,2023,test_new_234
8EF0:H,0,alpaca,H,2.6e-62,199.9,0,122,,,0.0,,0.0,223,2.55,X-RAY DIFFRACTION,0.185,2023-08-30,2023,test_new_234
8EF1:H,0,human,H,1.4e-54,174.7,0,128,,,0.0,,0.0,226,1.87,X-RAY DIFFRACTION,0.173,2023-08-30,2023,test_new_234
8EF2:H,0,human,H,1.5e-54,174.7,0,123,,,0.0,,0.0,227,2.102,X-RAY DIFFRACTION,0.172,2023-08-30,2023,test_new_234
8EF3:H,0,human,H,1.8e-53,171.2,0,118,,,0.0,,0.0,215,1.672,X-RAY DIFFRACTION,0.182,2023-08-30,2023,test_new_234
8EK1:H,0,alpaca,H,1.4e-60,194.3,0,119,,,0.0,,0.0,215,0.0,ELECTRON MICROSCOPY,,2023-03-15,2023,test_new_234
8EK6:H,0,human,H,2e-55,177.5,0,125,,,0.0,,0.0,227,1.954,X-RAY DIFFRACTION,0.185,2023-01-25,2023,test_new_234
8EKA:H,0,alpaca,H,2e-61,197.1,0,119,,,0.0,,0.0,120,0.0,ELECTRON MICROSCOPY,,2023-03-15,2023,test_new_234
8EKH:H,0,human,H,9.4e-56,178.6,0,116,,,0.0,,0.0,218,2.7,X-RAY DIFFRACTION,0.245,2023-01-25,2023,test_new_234
8EL2:H,0,human,H,8.3e-53,169.1,0,121,,,0.0,,0.0,219,2.89,X-RAY DIFFRACTION,0.239,2023-07-19,2023,test_new_234
8ELI:H,0,human,H,4.3e-47,150.6,0,121,,,0.0,,0.0,226,1.49,X-RAY DIFFRACTION,0.162,2023-09-27,2023,test_new_234
8ELO:H,0,alpaca,H,1.9999999999999999e-63,203.5,0,116,,,0.0,,0.0,216,2.72,X-RAY DIFFRACTION,0.22,2023-07-05,2023,test_new_234
8ELP:H,0,alpaca,H,1.9999999999999999e-63,203.5,0,116,,,0.0,,0.0,216,2.83,X-RAY DIFFRACTION,0.238,2023-07-05,2023,test_new_234
8ELQ:H,0,alpaca,H,2.1e-63,203.5,0,116,,,0.0,,0.0,218,2.21,X-RAY DIFFRACTION,0.234,2023-07-05,2023,test_new_234
8EOO:H,0,alpaca,H,2e-62,200.3,0,123,,,0.0,,0.0,226,2.77,X-RAY DIFFRACTION,0.194,2023-06-14,2023,test_new_234
8EPA:H,0,alpaca,H,1.1e-61,197.9,0,118,,,0.0,,0.0,119,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8EQ6:H,0,mouse,H,1.9e-54,174.2,0,119,,,0.0,,0.0,214,1.65,X-RAY DIFFRACTION,0.228,2023-10-11,2023,test_new_234
8EQA:H,0,human,H,9.2e-52,165.7,0,121,,,0.0,,0.0,217,2.55,X-RAY DIFFRACTION,0.215,2023-08-09,2023,test_new_234
8EQC:H,0,human,H,4.3e-51,163.5,0,125,,,0.0,,0.0,222,2.2,X-RAY DIFFRACTION,0.179,2023-08-09,2023,test_new_234
8EUU:H,0,human,H,2.5000000000000002e-48,154.6,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUV:H,0,human,H,5.8e-48,153.4,0,121,,,0.0,,0.0,122,2.6,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EUW:H,0,human,H,1.6999999999999996e-47,151.9,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8EZ3:H,0,human,H,2.6e-51,164.2,0,122,,,0.0,,0.0,123,2.5,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ7:H,0,alpaca,H,1.1e-54,175.3,0,125,,,0.0,,0.0,126,2.6,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8EZ8:H,0,human,H,9.199999999999999e-53,168.9,0,123,,,0.0,,0.0,124,2.78,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8F0L:H,0,human,H,1.1e-56,181.6,0,117,,,0.0,,0.0,211,1.81,X-RAY DIFFRACTION,0.166,2023-03-29,2023,test_new_234
8F2T:H,0,alpaca,H,4.4e-64,205.7,0,117,,,0.0,,0.0,219,2.12,X-RAY DIFFRACTION,0.203,2023-12-13,2023,test_new_234
8F38:H,0,human,H,2.4e-49,157.9,0,117,,,0.0,,0.0,118,2.64,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8F5I:H,0,human,H,3.3e-52,167.1,0,121,,,0.0,,0.0,219,1.9,X-RAY DIFFRACTION,0.211,2023-10-11,2023,test_new_234
8F5N:H,0,mouse,H,4.9999999999999996e-57,182.5,0,119,,,0.0,,0.0,208,1.9,X-RAY DIFFRACTION,0.202,2023-03-08,2023,test_new_234
8F60:H,0,rabbit,H,2.7e-51,164.1,0,110,,,0.0,,0.0,208,1.64,X-RAY DIFFRACTION,0.181,2023-05-24,2023,test_new_234
8F6E:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0.0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6F:H,0,pig,H,1.7000000000000002e-58,187.6,0,127,,,0.0,,0.0,202,0.0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6H:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0.0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6I:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0.0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6J:H,0,pig,H,1.8e-58,187.5,0,127,,,0.0,,0.0,209,0.0,ELECTRON MICROSCOPY,,2023-02-08,2023,test_new_234
8F6L:H,0,human,H,1.5999999999999996e-53,171.4,0,120,,,0.0,,0.0,216,1.85,X-RAY DIFFRACTION,0.198,2023-05-24,2023,test_new_234
8F6O:H,0,human,H,7.2e-53,169.3,0,121,,,0.0,,0.0,223,2.31,X-RAY DIFFRACTION,0.215,2023-05-24,2023,test_new_234
8F7Z:H,0,human,H,1.5e-46,148.9,1,120,,,0.0,,0.0,213,2.7,X-RAY DIFFRACTION,0.211,2023-11-01,2023,test_new_234
8F95:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8F9E:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.95,X-RAY DIFFRACTION,0.216,2023-11-01,2023,test_new_234
8F9F:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.2,X-RAY DIFFRACTION,0.213,2023-11-01,2023,test_new_234
8F9S:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,2.1,X-RAY DIFFRACTION,0.205,2023-11-01,2023,test_new_234
8F9T:H,0,alpaca,H,9.800000000000001e-59,188.4,0,122,,,0.0,,0.0,226,1.85,X-RAY DIFFRACTION,0.172,2023-11-01,2023,test_new_234
8F9U:H,0,alpaca,H,1.2e-59,191.3,0,121,,,0.0,,0.0,225,1.7,X-RAY DIFFRACTION,0.208,2023-11-01,2023,test_new_234
8F9V:H,0,alpaca,H,5.500000000000002e-60,192.4,0,121,,,0.0,,0.0,225,2.25,X-RAY DIFFRACTION,0.259,2023-11-01,2023,test_new_234
8F9W:H,0,alpaca,H,5.4e-60,192.4,0,121,,,0.0,,0.0,223,2.4,X-RAY DIFFRACTION,0.202,2023-11-01,2023,test_new_234
8FA6:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,2.6,X-RAY DIFFRACTION,0.204,2023-11-01,2023,test_new_234
8FA7:H,0,alpaca,H,3.6e-56,180.1,0,128,,,0.0,,0.0,230,1.8,X-RAY DIFFRACTION,0.171,2023-11-01,2023,test_new_234
8FA8:H,0,alpaca,H,3.5e-56,180.1,0,128,,,0.0,,0.0,227,1.8,X-RAY DIFFRACTION,0.177,2023-11-01,2023,test_new_234
8FA9:H,0,alpaca,H,1.1e-56,181.8,0,124,,,0.0,,0.0,226,2.45,X-RAY DIFFRACTION,0.187,2023-11-01,2023,test_new_234
8FAN:H,0,alpaca,H,2.700000000000001e-59,190.2,0,121,,,0.0,,0.0,215,2.9,X-RAY DIFFRACTION,0.215,2023-11-01,2023,test_new_234
8FAS:H,0,alpaca,H,1.9999999999999999e-63,203.5,0,119,,,0.0,,0.0,222,1.55,X-RAY DIFFRACTION,0.165,2023-11-01,2023,test_new_234
8FAT:H,0,alpaca,H,1.1000000000000004e-59,191.4,0,116,,,0.0,,0.0,217,2.95,X-RAY DIFFRACTION,0.224,2023-11-01,2023,test_new_234
8FAX:H,0,human,H,4.2e-56,179.7,0,117,,,0.0,,0.0,221,2.1,X-RAY DIFFRACTION,0.182,2023-05-03,2023,test_new_234
8FB5:H,0,alpaca,H,3.9999999999999997e-56,179.9,0,128,,,0.0,,0.0,230,2.9,X-RAY DIFFRACTION,0.248,2023-11-01,2023,test_new_234
8FB6:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,2.15,X-RAY DIFFRACTION,0.189,2023-11-01,2023,test_new_234
8FB7:H,0,alpaca,H,1.8e-56,181.0,0,124,,,0.0,,0.0,228,1.75,X-RAY DIFFRACTION,0.163,2023-11-01,2023,test_new_234
8FB8:H,0,alpaca,H,1.7e-56,181.2,0,124,,,0.0,,0.0,223,1.69,X-RAY DIFFRACTION,0.16,2023-11-01,2023,test_new_234
8FBA:H,0,human,H,2.1e-54,174.2,0,123,,,0.0,,0.0,227,1.96,X-RAY DIFFRACTION,0.178,2023-11-01,2023,test_new_234
8FBW:H,0,alpaca,H,4.5e-59,189.4,0,128,,,0.0,,0.0,231,2.35,X-RAY DIFFRACTION,0.194,2023-01-18,2023,test_new_234
8FDC:H,0,human,H,9.899999999999999e-56,178.5,0,121,,,0.0,,0.0,218,1.8,X-RAY DIFFRACTION,0.199,2023-11-01,2023,test_new_234
8FDD:H,0,alpaca,H,3.1999999999999998e-55,177.0,0,122,,,0.0,,0.0,224,1.54,X-RAY DIFFRACTION,0.175,2023-11-01,2023,test_new_234
8FDO:H,0,alpaca,H,2.8e-52,167.5,0,131,,,0.0,,0.0,232,2.2,X-RAY DIFFRACTION,0.189,2023-10-11,2023,test_new_234
8FFE:H,0,human,H,3.300000000000001e-59,189.7,0,125,,,0.0,,0.0,223,1.72,X-RAY DIFFRACTION,0.185,2023-03-08,2023,test_new_234
8FG0:H,0,alpaca,H,2.8e-60,193.3,0,119,,,0.0,,0.0,217,2.36,X-RAY DIFFRACTION,0.176,2023-05-10,2023,test_new_234
8FGX:H,0,human,H,5.8e-56,179.3,0,120,,,0.0,,0.0,216,2.62,ELECTRON MICROSCOPY,,2023-09-06,2023,test_new_234
8FHY:H,0,rhesus,H,1.7999999999999997e-55,177.7,0,116,,,0.0,,0.0,217,2.53,X-RAY DIFFRACTION,0.195,2024-01-17,2024,test_new_234
8FJA:H,0,alpaca,H,8.1e-63,201.6,0,120,,,0.0,,0.0,214,3.0,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8FR6:H,0,mouse,H,1.6e-50,161.5,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8FWF:H,0,mouse,H,6.7e-54,172.4,0,122,,,0.0,,0.0,226,1.94,X-RAY DIFFRACTION,0.171,2023-10-11,2023,test_new_234
8FXJ:H,0,mouse,H,8.9e-58,185.0,0,120,,,0.0,,0.0,224,2.0,X-RAY DIFFRACTION,0.167,2023-10-11,2023,test_new_234
8FYM:H,0,mouse,H,6.7e-54,172.4,0,122,,,0.0,,0.0,225,2.45,X-RAY DIFFRACTION,0.2,2023-10-11,2023,test_new_234
8FZO:H,0,alpaca,H,2.8e-58,186.9,0,115,,,0.0,,0.0,212,1.83,X-RAY DIFFRACTION,0.173,2023-10-18,2023,test_new_234
8FZP:H,0,mouse,H,6.9e-51,162.7,0,114,,,0.0,,0.0,219,1.63,X-RAY DIFFRACTION,0.224,2023-10-18,2023,test_new_234
8G19:H,0,human,H,2.6e-50,161.0,0,124,,,0.0,,0.0,225,1.77,X-RAY DIFFRACTION,0.187,2023-10-18,2023,test_new_234
8G1B:H,0,human,H,3.2999999999999996e-53,170.3,0,121,,,0.0,,0.0,222,1.67,X-RAY DIFFRACTION,0.194,2023-10-18,2023,test_new_234
8G1C:H,0,alpaca,H,4e-64,205.8,0,120,,,0.0,,0.0,215,1.63,X-RAY DIFFRACTION,0.202,2023-10-18,2023,test_new_234
8G2M:H,0,human,H,1.2e-57,184.7,0,118,,,0.0,,0.0,220,1.8,X-RAY DIFFRACTION,0.18,2024-02-14,2024,test_new_234
8G2O:H,0,alpaca,H,2.2000000000000002e-60,193.7,0,119,,,0.0,,0.0,211,1.7,X-RAY DIFFRACTION,0.186,2023-10-18,2023,test_new_234
8G3M:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,3.0,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3N:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,2.9,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3P:H,0,human,H,3.1e-48,154.3,0,127,,,0.0,,0.0,130,2.5,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Q:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3R:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3V:H,0,human,H,7.100000000000001e-48,153.1,0,126,,,0.0,,0.0,128,2.2,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G3Z:H,0,human,H,1.3e-49,158.7,0,126,,,0.0,,0.0,129,2.3,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G40:H,0,human,H,7.100000000000001e-48,153.1,0,126,,,0.0,,0.0,128,2.8,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8G4M:H,0,alpaca,H,3e-64,206.2,0,123,,,0.0,,0.0,124,2.95,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G4P:H,0,human,H,6.1e-49,156.6,0,124,,,0.0,,0.0,222,2.25,X-RAY DIFFRACTION,0.189,2023-12-20,2023,test_new_234
8G4T:H,0,alpaca,H,4.3e-64,205.7,0,119,,,0.0,,0.0,120,2.81,ELECTRON MICROSCOPY,,2023-07-12,2023,test_new_234
8G85:H,0,mouse,H,5.1e-50,159.9,0,114,,,0.0,,0.0,115,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8G8A:H,0,human,H,6.1e-50,159.8,0,121,,,0.0,,0.0,223,2.44,X-RAY DIFFRACTION,0.222,2024-05-22,2024,test_new_234
8G8C:H,0,human,H,5.2000000000000004e-48,153.6,0,129,,,0.0,,0.0,226,2.08,X-RAY DIFFRACTION,0.199,2024-05-22,2024,test_new_234
8G8D:H,0,human,H,9.1e-53,168.9,0,126,,,0.0,,0.0,230,2.02,X-RAY DIFFRACTION,0.198,2024-05-22,2024,test_new_234
8G8N:H,0,human,H,1.1e-57,184.9,0,118,,,0.0,,0.0,213,3.0,X-RAY DIFFRACTION,0.239,2024-01-17,2024,test_new_234
8G9W:H,0,alpaca,H,7e-58,185.6,0,121,,,0.0,,0.0,122,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8G9X:H,0,alpaca,H,7e-58,185.6,0,121,,,0.0,,0.0,122,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8G9Y:H,0,alpaca,H,7e-58,185.6,0,121,,,0.0,,0.0,122,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8GAS:H,0,mouse,H,7.299999999999999e-55,175.5,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8GAT:H,0,alpaca,H,3.5e-51,163.9,0,126,,,0.0,,0.0,127,3.0,ELECTRON MICROSCOPY,,2024-02-28,2024,test_new_234
8GAV:H,0,alpaca,H,6.5e-56,179.2,0,121,,,0.0,,0.0,122,2.7,ELECTRON MICROSCOPY,,2024-02-28,2024,test_new_234
8GB6:H,0,pig,H,4.5e-53,170.1,0,122,,,0.0,,0.0,226,1.75,X-RAY DIFFRACTION,0.182,2023-05-24,2023,test_new_234
8GB7:H,0,alpaca,H,7.5e-58,185.5,0,120,,,0.0,,0.0,215,2.57,X-RAY DIFFRACTION,0.204,2023-05-24,2023,test_new_234
8GB8:H,0,alpaca,H,7.7e-58,185.5,0,120,,,0.0,,0.0,217,2.3,X-RAY DIFFRACTION,0.2,2023-05-24,2023,test_new_234
8GBV:H,0,human,H,1.1e-44,142.8,0,138,,,0.0,,0.0,234,2.08,X-RAY DIFFRACTION,0.193,2023-06-07,2023,test_new_234
8GBW:H,0,human,H,1.1999999999999999e-43,139.4,0,137,,,0.0,,0.0,240,1.5,X-RAY DIFFRACTION,0.182,2023-06-07,2023,test_new_234
8GBX:H,0,human,H,1.5e-41,132.6,0,138,,,0.0,,0.0,242,2.7,X-RAY DIFFRACTION,0.212,2023-06-07,2023,test_new_234
8GBY:H,0,human,H,1.1e-46,149.3,0,127,,,0.0,,0.0,223,2.35,X-RAY DIFFRACTION,0.236,2023-06-07,2023,test_new_234
8GBZ:H,0,human,H,8.5e-47,149.6,0,127,,,0.0,,0.0,223,1.97,X-RAY DIFFRACTION,0.219,2023-06-07,2023,test_new_234
8GC0:H,0,human,H,2.8e-45,144.7,0,131,,,0.0,,0.0,235,2.43,X-RAY DIFFRACTION,0.211,2023-06-07,2023,test_new_234
8GDO:H,0,human,H,8.5e-56,178.7,0,116,,,0.0,,0.0,217,1.95,X-RAY DIFFRACTION,0.203,2024-03-13,2024,test_new_234
8GF2:H,0,human,H,1e-52,168.8,0,118,,,0.0,,0.0,218,2.851,X-RAY DIFFRACTION,0.209,2023-08-23,2023,test_new_234
8GHO:H,0,human,H,4.5e-58,186.1,0,120,,,0.0,,0.0,121,1.6,X-RAY DIFFRACTION,0.197,2023-08-30,2023,test_new_234
8GKJ:H,0,alpaca,H,2.3999999999999996e-53,170.9,0,121,,,0.0,,0.0,223,1.9,X-RAY DIFFRACTION,0.182,2024-03-20,2024,test_new_234
8GKK:H,0,alpaca,H,6.9e-60,192.1,0,122,,,0.0,,0.0,219,1.75,X-RAY DIFFRACTION,0.167,2024-03-20,2024,test_new_234
8GKL:H,0,alpaca,H,2.1e-53,171.1,0,121,,,0.0,,0.0,213,2.6,X-RAY DIFFRACTION,0.215,2024-03-20,2024,test_new_234
8GPY:H,0,alpaca,H,1.3e-64,207.4,0,118,,,0.0,,0.0,119,2.51,X-RAY DIFFRACTION,0.215,2023-06-28,2023,test_new_234
8GS9:H,0,alpaca,H,2.1e-59,190.5,0,112,,,0.0,,0.0,113,2.66,ELECTRON MICROSCOPY,,2023-05-03,2023,test_new_234
8GSC:H,0,mouse,H,2.9e-54,173.6,0,116,,,0.0,,0.0,117,0.0,ELECTRON MICROSCOPY,,2022-12-14,2022,test_new_234
8GSD:H,0,mouse,H,2.9e-54,173.6,0,116,,,0.0,,0.0,117,0.0,ELECTRON MICROSCOPY,,2022-12-14,2022,test_new_234
8GSE:H,0,mouse,H,2.9e-54,173.6,0,116,,,0.0,,0.0,117,0.0,ELECTRON MICROSCOPY,,2022-12-14,2022,test_new_234
8GSF:H,0,mouse,H,2.9e-54,173.6,0,116,,,0.0,,0.0,117,0.0,ELECTRON MICROSCOPY,,2022-12-14,2022,test_new_234
8GSI:H,0,alpaca,H,8e-59,188.7,0,111,,,0.0,,0.0,212,2.02,X-RAY DIFFRACTION,0.197,2023-09-06,2023,test_new_234
8GUZ:H,0,alpaca,H,1.8999999999999998e-62,200.4,0,119,,,0.0,,0.0,219,1.79,X-RAY DIFFRACTION,0.201,2023-06-28,2023,test_new_234
8GV1:H,0,human,H,2e-52,167.8,0,118,,,0.0,,0.0,214,1.186,X-RAY DIFFRACTION,0.206,2023-06-28,2023,test_new_234
8GV2:H,0,human,H,2.2e-52,167.7,0,118,,,0.0,,0.0,218,1.274,X-RAY DIFFRACTION,0.195,2023-06-28,2023,test_new_234
8GV4:H,0,alpaca,H,9.500000000000001e-60,191.6,0,124,,,0.0,,0.0,226,2.5,X-RAY DIFFRACTION,0.195,2022-12-21,2022,test_new_234
8GV7:H,0,alpaca,H,5.200000000000003e-60,192.5,0,123,,,0.0,,0.0,124,2.6,X-RAY DIFFRACTION,0.209,2022-12-21,2022,test_new_234
8GY5:H,0,alpaca,H,6.7e-61,195.4,0,116,,,0.0,,0.0,212,1.98,X-RAY DIFFRACTION,0.187,2023-10-04,2023,test_new_234
8GYE:H,0,cow,H,1.1e-52,168.5,0,116,,,0.0,,0.0,216,2.3,X-RAY DIFFRACTION,0.222,2023-09-27,2023,test_new_234
8GZZ:H,0,rabbit,H,3.5000000000000003e-60,192.9,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-12,2023,test_new_234
8H00:H,0,rabbit,H,3.5000000000000003e-60,192.9,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-12,2023,test_new_234
8H01:H,0,rabbit,H,3.5000000000000003e-60,192.9,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-12,2023,test_new_234
8H07:H,0,alpaca,H,2.5e-63,203.2,0,121,,,0.0,,0.0,122,2.9,ELECTRON MICROSCOPY,,2023-05-31,2023,test_new_234
8H7L:H,0,alpaca,H,2.3999999999999997e-61,196.8,0,121,,,0.0,,0.0,223,2.44,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8H8Q:H,0,mouse,H,3.7e-52,166.8,0,118,,,0.0,,0.0,214,2.5,X-RAY DIFFRACTION,0.211,2023-10-25,2023,test_new_234
8HC2:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,115,,,0.0,,0.0,214,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC3:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,115,,,0.0,,0.0,214,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC4:H,0,human,H,9.9e-55,175.3,0,122,,,0.0,,0.0,227,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC5:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,115,,,0.0,,0.0,214,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC6:H,0,alpaca,H,1.1000000000000001e-60,194.7,0,115,,,0.0,,0.0,214,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC7:H,0,alpaca,H,5.5e-61,195.6,0,114,,,0.0,,0.0,115,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC8:H,0,alpaca,H,3.099999999999999e-53,170.6,0,132,,,0.0,,0.0,233,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HC9:H,0,pig,H,1.2e-52,168.7,0,131,,,0.0,,0.0,232,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HCA:H,0,pig,H,1.2e-52,168.7,0,131,,,0.0,,0.0,232,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HCB:H,0,pig,H,1.2e-52,168.7,0,131,,,0.0,,0.0,232,0.0,ELECTRON MICROSCOPY,,2023-01-25,2023,test_new_234
8HEB:H,0,rabbit,H,1.9999999999999999e-56,180.7,0,115,,,0.0,,0.0,116,0.0,ELECTRON MICROSCOPY,,2023-04-26,2023,test_new_234
8HEC:H,0,rabbit,H,1.9999999999999999e-56,180.7,0,115,,,0.0,,0.0,116,0.0,ELECTRON MICROSCOPY,,2023-04-26,2023,test_new_234
8HED:H,0,rabbit,H,1.9999999999999999e-56,180.7,0,115,,,0.0,,0.0,116,0.0,ELECTRON MICROSCOPY,,2023-04-26,2023,test_new_234
8HES:H,0,alpaca,H,1.7e-57,184.4,0,124,,,0.0,,0.0,217,2.2,X-RAY DIFFRACTION,0.196,2023-11-08,2023,test_new_234
8HGL:H,0,human,H,1.4e-49,158.6,0,120,,,0.0,,0.0,223,2.9,ELECTRON MICROSCOPY,,2023-10-25,2023,test_new_234
8HHX:H,0,alpaca,H,2.3e-63,203.4,0,120,,,0.0,,0.0,224,0.0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHY:H,0,human,H,2.1e-52,167.8,0,117,,,0.0,,0.0,118,0.0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHZ:H,0,human,H,1.8e-53,171.2,0,120,,,0.0,,0.0,223,0.0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HII:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0.0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIJ:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0.0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIK:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0.0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HLC:H,0,alpaca,H,2.1000000000000002e-60,193.8,0,125,,,0.0,,0.0,228,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HLD:H,0,human,H,4e-58,186.2,0,119,,,0.0,,0.0,222,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HN6:H,0,alpaca,H,2.1999999999999997e-62,200.2,0,115,,,0.0,,0.0,117,2.07,X-RAY DIFFRACTION,0.192,2023-05-17,2023,test_new_234
8HN7:H,0,alpaca,H,3.1999999999999998e-62,199.7,0,119,,,0.0,,0.0,221,3.0,X-RAY DIFFRACTION,0.232,2023-05-17,2023,test_new_234
8HP9:H,0,human,H,8.8e-48,152.8,0,127,,,0.0,,0.0,231,2.75,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPF:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.34,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPK:H,0,mouse,H,2.1e-52,167.6,0,116,,,0.0,,0.0,212,3.0,X-RAY DIFFRACTION,0.237,2023-02-15,2023,test_new_234
8HPQ:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.85,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPU:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.56,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPV:H,0,alpaca,H,6.3e-61,195.4,0,121,,,0.0,,0.0,225,2.65,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HQ7:H,0,alpaca,H,6.3e-61,195.4,0,121,,,0.0,,0.0,225,2.7,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
