,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
8HHX:L,0,rhesus,L,1.2e-52,168.6,0,110,,,0.0,,0.0,214,0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHY:H,0,human,H,2.1e-52,167.8,0,117,,,0.0,,0.0,118,0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHY:L,0,human,K,1.1e-50,161.9,0,90,,,0.0,,0.0,91,0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHZ:H,0,human,H,1.8e-53,171.2,0,120,,,0.0,,0.0,223,0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HHZ:L,0,rhesus,L,2.7e-54,173.9,0,110,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2023-02-01,2023,test_new_234
8HII:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HII:L,0,rhesus,K,4.8e-57,182.7,0,108,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIJ:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIJ:L,0,rhesus,K,4.8e-57,182.7,0,108,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIK:H,0,alpaca,H,3.1e-59,190.0,0,123,,,0.0,,0.0,225,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HIK:L,0,rhesus,K,4.8e-57,182.7,0,108,,,0.0,,0.0,212,0,ELECTRON MICROSCOPY,,2022-12-21,2022,test_new_234
8HLC:H,0,alpaca,H,2.1e-60,193.8,0,125,,,0.0,,0.0,228,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HLC:L,0,human,K,1.1e-56,181.4,0,107,,,0.0,,0.0,214,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HLD:H,0,human,H,4e-58,186.2,0,119,,,0.0,,0.0,222,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HLD:L,0,human,L,7.9e-49,156.2,0,106,,,0.0,,0.0,209,2.8,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8HN6:H,0,alpaca,H,2.1999999999999997e-62,200.2,0,115,,,0.0,,0.0,117,2.07,X-RAY DIFFRACTION,0.192,2023-05-17,2023,test_new_234
8HN6:L,0,human,K,2e-55,177.3,0,106,,,0.0,,0.0,107,2.07,X-RAY DIFFRACTION,0.192,2023-05-17,2023,test_new_234
8HN7:H,0,alpaca,H,3.1999999999999998e-62,199.7,0,119,,,0.0,,0.0,221,3,X-RAY DIFFRACTION,0.232,2023-05-17,2023,test_new_234
8HN7:L,0,human,K,1.4e-56,181.0,0,107,,,0.0,,0.0,213,3,X-RAY DIFFRACTION,0.232,2023-05-17,2023,test_new_234
8HP9:H,0,human,H,8.8e-48,152.8,0,127,,,0.0,,0.0,231,2.75,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HP9:L,0,human,K,1.8e-54,174.2,0,108,,,0.0,,0.0,215,2.75,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPF:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.34,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPF:L,0,human,K,1.4e-56,181.0,0,109,,,0.0,,0.0,216,2.34,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPK:H,0,mouse,H,2.1e-52,167.6,0,116,,,0.0,,0.0,212,3,X-RAY DIFFRACTION,0.237,2023-02-15,2023,test_new_234
8HPK:L,0,mouse,K,1.4e-53,171.4,0,108,,,0.0,,0.0,215,3,X-RAY DIFFRACTION,0.237,2023-02-15,2023,test_new_234
8HPQ:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.85,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPQ:L,0,human,K,1.4e-56,181.0,0,109,,,0.0,,0.0,216,2.85,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPU:H,0,alpaca,H,1.8e-60,194.0,0,120,,,0.0,,0.0,224,2.56,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPU:L,0,human,K,1.4e-56,181.0,0,109,,,0.0,,0.0,216,2.56,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HPV:H,0,alpaca,H,6.3e-61,195.4,0,121,,,0.0,,0.0,225,2.65,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HPV:L,0,human,K,1.4e-56,181.0,0,109,,,0.0,,0.0,216,2.65,ELECTRON MICROSCOPY,,2024-01-31,2024,test_new_234
8HQ7:H,0,alpaca,H,6.3e-61,195.4,0,121,,,0.0,,0.0,225,2.7,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HQ7:L,0,human,K,1.4e-56,181.0,0,109,,,0.0,,0.0,216,2.7,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8HRD:H,0,human,H,5.2e-53,169.7,0,127,,,0.0,,0.0,229,2.86,X-RAY DIFFRACTION,0.212,2023-12-20,2023,test_new_234
8HRD:L,0,human,K,2.2e-57,183.6,0,107,,,0.0,,0.0,215,2.86,X-RAY DIFFRACTION,0.212,2023-12-20,2023,test_new_234
8HRH:H,0,mouse,H,1.6999999999999998e-43,138.8,0,113,,,0.0,,0.0,206,2.07,X-RAY DIFFRACTION,0.192,2023-08-30,2023,test_new_234
8HRH:L,0,rhesus,K,1.8999999999999998e-47,151.7,0,108,,,0.0,,0.0,206,2.07,X-RAY DIFFRACTION,0.192,2023-08-30,2023,test_new_234
8HRX:H,0,mouse,H,3.9e-58,186.1,0,117,,,0.0,,0.0,219,2.89,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8HRX:L,0,mouse,K,3.1e-54,173.6,0,107,,,0.0,,0.0,212,2.89,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8HS2:H,0,mouse,H,8.6e-54,172.1,0,122,,,0.0,,0.0,217,0,ELECTRON MICROSCOPY,,2023-03-08,2023,test_new_234
8HS2:L,0,rat,K,1.4e-51,165.0,0,106,,,0.0,,0.0,211,0,ELECTRON MICROSCOPY,,2023-03-08,2023,test_new_234
8HWS:H,0,human,H,1.4999999999999999e-53,171.5,0,126,,,0.0,,0.0,230,2.36,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HWS:L,0,human,K,8.4e-56,178.5,0,107,,,0.0,,0.0,214,2.36,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HWT:H,0,alpaca,H,1.1e-62,201.1,0,116,,,0.0,,0.0,219,2.91,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HWT:L,0,human,K,4.9e-58,185.7,0,107,,,0.0,,0.0,213,2.91,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HYL:H,0,mouse,H,2.3000000000000002e-59,190.1,0,115,,,0.0,,0.0,164,2,X-RAY DIFFRACTION,0.241,2024-02-14,2024,test_new_234
8HYL:L,0,human,K,5.0999999999999985e-55,176.0,0,112,,,0.0,,0.0,161,2,X-RAY DIFFRACTION,0.241,2024-02-14,2024,test_new_234
8I5H:H,0,alpaca,H,8.7e-64,204.7,0,116,,,0.0,,0.0,211,2.38,X-RAY DIFFRACTION,0.188,2023-04-19,2023,test_new_234
8I5H:L,0,human,K,6.8e-57,182.0,0,108,,,0.0,,0.0,214,2.38,X-RAY DIFFRACTION,0.188,2023-04-19,2023,test_new_234
8IB1:H,0,human,H,3.2e-50,160.7,0,119,,,0.0,,0.0,216,1.95,X-RAY DIFFRACTION,0.185,2023-07-26,2023,test_new_234
8IB1:L,0,pig,K,5e-57,182.5,0,113,,,0.0,,0.0,218,1.95,X-RAY DIFFRACTION,0.185,2023-07-26,2023,test_new_234
8IL3:H,0,mouse,H,1.9999999999999998e-54,174.1,0,117,,,0.0,,0.0,215,0,ELECTRON MICROSCOPY,,2023-03-29,2023,test_new_234
8IL3:L,0,mouse,K,3.8e-52,166.8,0,111,,,0.0,,0.0,218,0,ELECTRON MICROSCOPY,,2023-03-29,2023,test_new_234
8IPC:H,0,alpaca,H,2.1e-57,184.1,0,116,,,0.0,,0.0,212,2.2,X-RAY DIFFRACTION,0.243,2024-01-31,2024,test_new_234
8IPC:L,0,rat,L,5e-60,192.4,0,108,,,0.0,,0.0,213,2.2,X-RAY DIFFRACTION,0.243,2024-01-31,2024,test_new_234
8IQP:H,0,alpaca,H,3.4999999999999996e-61,196.3,0,118,,,0.0,,0.0,170,1.76,X-RAY DIFFRACTION,0.205,2024-03-20,2024,test_new_234
8IQP:L,0,rhesus,K,1.4e-58,187.6,0,112,,,0.0,,0.0,164,1.76,X-RAY DIFFRACTION,0.205,2024-03-20,2024,test_new_234
8IQQ:H,0,alpaca,H,3.4999999999999996e-61,196.3,0,118,,,0.0,,0.0,170,2.02,X-RAY DIFFRACTION,0.199,2024-03-20,2024,test_new_234
8IQQ:L,0,rhesus,K,1.4e-58,187.6,0,112,,,0.0,,0.0,164,2.02,X-RAY DIFFRACTION,0.199,2024-03-20,2024,test_new_234
8IQR:H,0,alpaca,H,3.3e-61,196.4,0,118,,,0.0,,0.0,167,2.35,X-RAY DIFFRACTION,0.235,2024-03-20,2024,test_new_234
8IQR:L,0,rhesus,K,1.4e-58,187.6,0,112,,,0.0,,0.0,164,2.35,X-RAY DIFFRACTION,0.235,2024-03-20,2024,test_new_234
8IQS:H,0,mouse,H,2.8e-56,180.1,0,121,,,0.0,,0.0,173,2.16,X-RAY DIFFRACTION,0.236,2024-03-20,2024,test_new_234
8IQS:L,0,human,K,2.3e-57,183.6,0,112,,,0.0,,0.0,164,2.16,X-RAY DIFFRACTION,0.236,2024-03-20,2024,test_new_234
8IUY:H,0,mouse,H,5e-55,176.1,0,117,,,0.0,,0.0,118,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IUY:L,0,rat,K,3.1e-52,167.2,0,106,,,0.0,,0.0,107,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IUZ:H,0,mouse,H,1.6e-52,168.0,0,117,,,0.0,,0.0,118,3.0,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IUZ:L,0,mouse,K,1.8e-51,164.6,0,106,,,0.0,,0.0,107,3.0,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IV0:H,0,mouse,H,8e-51,162.5,0,116,,,0.0,,0.0,117,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IV0:L,0,human,K,5.300000000000001e-44,140.4,0,95,,,0.0,,0.0,109,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8J7E:H,0,alpaca,H,1.4e-60,194.3,0,121,,,0.0,,0.0,222,2.8,X-RAY DIFFRACTION,0.200,2023-09-06,2023,test_new_234
8J7E:L,0,human,K,8.8e-54,172.0,0,106,,,0.0,,0.0,211,2.8,X-RAY DIFFRACTION,0.200,2023-09-06,2023,test_new_234
8J7T:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.2,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7T:L,0,mouse,K,4.9e-53,169.7,0,111,,,0.0,,0.0,215,2.2,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7V:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.79,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7V:L,0,mouse,K,4.9e-53,169.7,0,111,,,0.0,,0.0,215,2.79,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7W:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.92,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7W:L,0,mouse,K,4.9e-53,169.7,0,111,,,0.0,,0.0,215,2.92,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J80:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.68,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J80:L,0,mouse,K,4.9e-53,169.7,0,111,,,0.0,,0.0,215,2.68,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J8R:H,0,pig,H,1.3e-59,191.2,0,117,,,0.0,,0.0,118,2.9,ELECTRON MICROSCOPY,,2023-12-27,2023,test_new_234
8J8R:L,0,human,K,3.8e-55,176.4,0,103,,,0.0,,0.0,104,2.9,ELECTRON MICROSCOPY,,2023-12-27,2023,test_new_234
8JA5:H,0,mouse,H,2.3999999999999996e-53,170.6,0,115,,,0.0,,0.0,216,2.79,X-RAY DIFFRACTION,0.217,2024-05-08,2024,test_new_234
8JA5:L,0,human,K,2.4e-56,180.2,0,112,,,0.0,,0.0,216,2.79,X-RAY DIFFRACTION,0.217,2024-05-08,2024,test_new_234
8JBJ:H,0,human,H,5.200000000000001e-57,182.7,0,121,,,0.0,,0.0,224,1.61,X-RAY DIFFRACTION,0.184,2023-06-21,2023,test_new_234
8JBJ:L,0,human,K,1.5e-52,168.0,0,106,,,0.0,,0.0,212,1.61,X-RAY DIFFRACTION,0.184,2023-06-21,2023,test_new_234
8JEL:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,216,2.45,X-RAY DIFFRACTION,0.192,2024-02-28,2024,test_new_234
8JEL:L,0,human,K,7.4e-55,175.5,0,107,,,0.0,,0.0,214,2.45,X-RAY DIFFRACTION,0.192,2024-02-28,2024,test_new_234
8JEN:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,217,2.71,X-RAY DIFFRACTION,0.218,2024-02-28,2024,test_new_234
8JEN:L,0,human,K,7.4e-55,175.5,0,107,,,0.0,,0.0,214,2.71,X-RAY DIFFRACTION,0.218,2024-02-28,2024,test_new_234
8JEO:H,0,human,H,4e-52,166.9,0,125,,,0.0,,0.0,225,2.06,X-RAY DIFFRACTION,0.172,2024-02-28,2024,test_new_234
8JEO:L,0,human,K,4.5e-60,192.3,0,113,,,0.0,,0.0,220,2.06,X-RAY DIFFRACTION,0.172,2024-02-28,2024,test_new_234
8JEP:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,217,1.7,X-RAY DIFFRACTION,0.184,2024-02-28,2024,test_new_234
8JEP:L,0,human,K,7.4e-55,175.5,0,107,,,0.0,,0.0,214,1.7,X-RAY DIFFRACTION,0.184,2024-02-28,2024,test_new_234
8JEQ:H,0,human,H,1.6e-51,164.9,0,124,,,0.0,,0.0,234,1.96,X-RAY DIFFRACTION,0.186,2024-02-28,2024,test_new_234
8JEQ:L,0,human,K,1.9000000000000001e-59,190.3,0,112,,,0.0,,0.0,219,1.96,X-RAY DIFFRACTION,0.186,2024-02-28,2024,test_new_234
8JLW:H,0,mouse,H,6.7e-59,188.6,0,118,,,0.0,,0.0,119,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JLW:L,0,rat,K,2.3e-50,161.1,0,106,,,0.0,,0.0,107,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JLX:H,0,mouse,H,4.599999999999999e-53,169.7,0,116,,,0.0,,0.0,117,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JLX:L,0,mouse,K,5.2999999999999996e-55,176.1,0,106,,,0.0,,0.0,107,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JNK:H,0,rhesus,H,2.1e-59,190.4,0,117,,,0.0,,0.0,214,2.69,X-RAY DIFFRACTION,0.218,2024-01-24,2024,test_new_234
8JNK:L,0,human,K,6.3e-56,178.9,0,108,,,0.0,,0.0,214,2.69,X-RAY DIFFRACTION,0.218,2024-01-24,2024,test_new_234
8JVA:H,0,alpaca,H,2.3e-63,203.3,0,121,,,0.0,,0.0,193,2.81,ELECTRON MICROSCOPY,,2024-05-22,2024,test_new_234
8JVA:L,0,human,K,7.199999999999999e-55,175.5,0,107,,,0.0,,0.0,213,2.81,ELECTRON MICROSCOPY,,2024-05-22,2024,test_new_234
8JYQ:H,0,human,H,1.8e-50,161.5,0,120,,,0.0,,0.0,169,1.75,X-RAY DIFFRACTION,0.196,2024-03-13,2024,test_new_234
8JYQ:L,0,mouse,K,3.5e-53,170.2,0,111,,,0.0,,0.0,153,1.75,X-RAY DIFFRACTION,0.196,2024-03-13,2024,test_new_234
8JYR:H,0,mouse,H,1.1e-56,181.4,0,119,,,0.0,,0.0,217,1.69,X-RAY DIFFRACTION,0.173,2024-03-13,2024,test_new_234
8JYR:L,0,mouse,K,3.6e-52,166.9,0,111,,,0.0,,0.0,215,1.69,X-RAY DIFFRACTION,0.173,2024-03-13,2024,test_new_234
8K0D:H,0,human,H,4.7e-52,166.6,0,128,,,0.0,,0.0,242,2.94,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8K0D:L,0,human,K,2e-55,177.3,0,107,,,0.0,,0.0,213,2.94,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8K3C:H,0,alpaca,H,1.9e-61,197.1,0,130,,,0.0,,0.0,238,2.88,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8K3C:L,0,rhesus,L,8.2e-55,175.6,0,110,,,0.0,,0.0,216,2.88,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8KHC:H,0,alpaca,H,4.7e-59,189.4,0,124,,,0.0,,0.0,125,3.0,ELECTRON MICROSCOPY,,2024-04-17,2024,test_new_234
8KHC:L,0,rhesus,L,1.2e-51,165.3,0,106,,,0.0,,0.0,108,3.0,ELECTRON MICROSCOPY,,2024-04-17,2024,test_new_234
8OG0:H,0,rabbit,H,2.2e-58,187.0,0,121,,,0.0,,0.0,211,1.712,X-RAY DIFFRACTION,0.195,2024-03-27,2024,test_new_234
8OG0:L,0,rabbit,K,1.9000000000000001e-59,190.3,0,112,,,0.0,,0.0,216,1.712,X-RAY DIFFRACTION,0.195,2024-03-27,2024,test_new_234
8OJS:H,0,human,H,8.8e-54,172.2,0,119,,,0.0,,0.0,222,2.75,X-RAY DIFFRACTION,0.216,2023-06-14,2023,test_new_234
8OJS:L,0,rhesus,L,7.4e-50,159.6,0,110,,,0.0,,0.0,215,2.75,X-RAY DIFFRACTION,0.216,2023-06-14,2023,test_new_234
8OJT:H,0,human,H,9e-54,172.2,0,119,,,0.0,,0.0,224,1.55,X-RAY DIFFRACTION,0.161,2023-06-14,2023,test_new_234
8OJT:L,0,rhesus,L,7.4e-50,159.6,0,110,,,0.0,,0.0,216,1.55,X-RAY DIFFRACTION,0.161,2023-06-14,2023,test_new_234
8OJU:H,0,human,H,8.8e-54,172.2,0,119,,,0.0,,0.0,222,1.45,X-RAY DIFFRACTION,0.157,2023-06-14,2023,test_new_234
8OJU:L,0,rhesus,L,7.4e-50,159.6,0,110,,,0.0,,0.0,216,1.45,X-RAY DIFFRACTION,0.157,2023-06-14,2023,test_new_234
8OJV:H,0,human,H,8.9e-54,172.2,0,119,,,0.0,,0.0,223,2.1,X-RAY DIFFRACTION,0.179,2023-06-14,2023,test_new_234
8OJV:L,0,rhesus,L,7.4e-50,159.6,0,110,,,0.0,,0.0,216,2.1,X-RAY DIFFRACTION,0.179,2023-06-14,2023,test_new_234
8OL9:H,0,alpaca,H,3.8000000000000003e-59,189.7,0,121,,,0.0,,0.0,225,2.6,X-RAY DIFFRACTION,0.267,2023-07-19,2023,test_new_234
8OL9:L,0,human,K,2.3e-57,183.6,0,107,,,0.0,,0.0,214,2.6,X-RAY DIFFRACTION,0.267,2023-07-19,2023,test_new_234
8ONI:H,0,mouse,H,1.4e-53,171.4,0,119,,,0.0,,0.0,215,2.3,X-RAY DIFFRACTION,0.197,2024-04-10,2024,test_new_234
8ONI:L,0,mouse,K,1e-51,165.4,0,106,,,0.0,,0.0,211,2.3,X-RAY DIFFRACTION,0.197,2024-04-10,2024,test_new_234
8OXV:H,0,alpaca,H,3.8e-61,196.2,0,121,,,0.0,,0.0,225,1.8,X-RAY DIFFRACTION,0.185,2023-10-18,2023,test_new_234
8OXV:L,0,rhesus,L,1e-52,168.8,0,110,,,0.0,,0.0,216,1.8,X-RAY DIFFRACTION,0.185,2023-10-18,2023,test_new_234
8OXW:H,0,alpaca,H,3.8e-61,196.2,0,121,,,0.0,,0.0,225,1.7,X-RAY DIFFRACTION,0.172,2023-10-18,2023,test_new_234
8OXW:L,0,rhesus,L,1e-52,168.8,0,110,,,0.0,,0.0,216,1.7,X-RAY DIFFRACTION,0.172,2023-10-18,2023,test_new_234
8OXX:H,0,alpaca,H,3.7e-61,196.2,0,121,,,0.0,,0.0,223,2.5,X-RAY DIFFRACTION,0.154,2023-10-18,2023,test_new_234
8OXX:L,0,rhesus,L,1e-52,168.8,0,110,,,0.0,,0.0,216,2.5,X-RAY DIFFRACTION,0.154,2023-10-18,2023,test_new_234
8OXY:H,0,alpaca,H,3.7e-61,196.2,0,121,,,0.0,,0.0,224,2,X-RAY DIFFRACTION,0.176,2023-10-18,2023,test_new_234
8OXY:L,0,rhesus,L,1e-52,168.8,0,110,,,0.0,,0.0,216,2,X-RAY DIFFRACTION,0.176,2023-10-18,2023,test_new_234
8P6H:H,0,cow,H,8.1e-67,214.1,0,121,,,0.0,,0.0,219,1.46,X-RAY DIFFRACTION,0.222,2024-07-10,2024,test_new_234
8P6H:L,0,cow,L,3.4999999999999995e-55,176.7,0,110,,,0.0,,0.0,215,1.46,X-RAY DIFFRACTION,0.222,2024-07-10,2024,test_new_234
8P6I:H,0,mouse,H,8.5e-58,185.0,0,121,,,0.0,,0.0,210,2.5,X-RAY DIFFRACTION,0.203,2024-04-03,2024,test_new_234
8P6I:L,0,mouse,K,7.7e-57,182.0,0,113,,,0.0,,0.0,219,2.5,X-RAY DIFFRACTION,0.203,2024-04-03,2024,test_new_234
8P88:H,0,alpaca,H,5.499999999999999e-53,169.8,0,120,,,0.0,,0.0,121,2.022,X-RAY DIFFRACTION,0.222,2024-01-31,2024,test_new_234
8P88:L,0,rhesus,L,8.9e-50,159.3,0,109,,,0.0,,0.0,212,2.022,X-RAY DIFFRACTION,0.222,2024-01-31,2024,test_new_234
8PG0:H,0,pig,H,5.999999999999999e-54,172.9,0,124,,,0.0,,0.0,125,2.97,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8PG0:L,0,human,K,1.5e-51,164.8,0,100,,,0.0,,0.0,101,2.97,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8PPM:H,0,alpaca,H,4.7e-63,202.3,0,120,,,0.0,,0.0,220,2.03,X-RAY DIFFRACTION,0.193,2024-02-07,2024,test_new_234
8PPM:L,0,human,K,3.8000000000000003e-59,189.3,0,107,,,0.0,,0.0,211,2.03,X-RAY DIFFRACTION,0.193,2024-02-07,2024,test_new_234
8Q6K:H,0,human,H,9e-54,172.2,0,119,,,0.0,,0.0,224,2.1,X-RAY DIFFRACTION,0.214,2023-12-06,2023,test_new_234
8Q6K:L,0,rhesus,L,7.4e-50,159.6,0,110,,,0.0,,0.0,216,2.1,X-RAY DIFFRACTION,0.214,2023-12-06,2023,test_new_234
8QH0:H,0,alpaca,H,3.6e-63,202.7,0,116,,,0.0,,0.0,215,1.87,X-RAY DIFFRACTION,0.185,2024-06-19,2024,test_new_234
8QH0:L,0,human,K,1.0999999999999999e-53,171.7,0,103,,,0.0,,0.0,209,1.87,X-RAY DIFFRACTION,0.185,2024-06-19,2024,test_new_234
8QH1:H,0,alpaca,H,3.7e-63,202.7,0,116,,,0.0,,0.0,217,2.65,X-RAY DIFFRACTION,0.198,2024-06-19,2024,test_new_234
8QH1:L,0,human,K,3.2e-54,173.4,0,104,,,0.0,,0.0,210,2.65,X-RAY DIFFRACTION,0.198,2024-06-19,2024,test_new_234
8QRG:H,0,alpaca,H,1.1e-61,197.8,0,117,,,0.0,,0.0,221,2.3,X-RAY DIFFRACTION,0.182,2024-05-08,2024,test_new_234
8QRG:L,0,human,K,2.0999999999999998e-55,177.2,0,107,,,0.0,,0.0,214,2.3,X-RAY DIFFRACTION,0.182,2024-05-08,2024,test_new_234
8QYA:H,0,alpaca,H,3.1e-61,196.4,0,119,,,0.0,,0.0,216,2.72,X-RAY DIFFRACTION,0.244,2024-01-17,2024,test_new_234
8QYA:L,0,human,K,2.7e-54,173.6,0,107,,,0.0,,0.0,214,2.72,X-RAY DIFFRACTION,0.244,2024-01-17,2024,test_new_234
8R1C:H,0,human,H,7.4e-53,169.2,0,123,,,0.0,,0.0,124,2.2,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R1C:L,0,human,L,1.3e-51,165.2,0,108,,,0.0,,0.0,109,2.2,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R1D:H,0,alpaca,H,3.2e-66,212.6,0,120,,,0.0,,0.0,121,2.37,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R1D:L,0,human,L,7.9e-50,159.4,0,105,,,0.0,,0.0,106,2.37,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R8D:H,0,alpaca,H,1.2e-59,191.3,0,127,,,0.0,,0.0,128,2.6,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8R8D:L,0,rhesus,L,1.0999999999999999e-53,171.9,0,107,,,0.0,,0.0,108,2.6,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8R9Y:H,0,alpaca,H,2.9e-62,199.8,0,120,,,0.0,,0.0,219,3.0,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8R9Y:L,0,human,K,1.8e-57,183.9,0,107,,,0.0,,0.0,212,3.0,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8R9Z:H,0,alpaca,H,2e-62,200.3,0,120,,,0.0,,0.0,219,2.9,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8R9Z:L,0,human,K,1.8e-57,183.9,0,107,,,0.0,,0.0,212,2.9,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8RMO:H,0,mouse,H,1.4999999999999999e-53,171.3,0,115,,,0.0,,0.0,205,1.163,X-RAY DIFFRACTION,0.158,2024-04-03,2024,test_new_234
8RMO:L,0,human,K,8.7e-54,172.0,0,112,,,0.0,,0.0,211,1.163,X-RAY DIFFRACTION,0.158,2024-04-03,2024,test_new_234
8RP8:H,0,alpaca,H,2e-67,216.4,0,115,,,0.0,,0.0,211,2,X-RAY DIFFRACTION,0.180,2024-06-19,2024,test_new_234
8RP8:L,0,rhesus,K,5.6e-60,192.2,0,108,,,0.0,,0.0,214,2,X-RAY DIFFRACTION,0.180,2024-06-19,2024,test_new_234
8RPB:H,0,alpaca,H,2.2e-67,216.3,0,115,,,0.0,,0.0,218,2.794,X-RAY DIFFRACTION,0.229,2024-06-19,2024,test_new_234
8RPB:L,0,rhesus,L,9.6e-52,165.7,0,111,,,0.0,,0.0,215,2.794,X-RAY DIFFRACTION,0.229,2024-06-19,2024,test_new_234
8RUU:H,0,alpaca,H,3.8999999999999995e-62,199.4,0,124,,,0.0,,0.0,219,2.81,X-RAY DIFFRACTION,0.204,2024-04-24,2024,test_new_234
8RUU:L,0,rhesus,K,4.1e-55,176.5,0,107,,,0.0,,0.0,213,2.81,X-RAY DIFFRACTION,0.204,2024-04-24,2024,test_new_234
